,Phytochemical,Kingdom,Family,Group,Common name,Synonymous names,System of medicine,IUCN Red List category
3403,Scutellaria baicalensis,Plantae,Lamiaceae,Angiosperms,,Scutellaria baicalensis,,
3404,Scutellaria barbata,Plantae,Lamiaceae,Angiosperms,,"Scutellaria rivularis, Scutellaria barbata",,
3405,Scutellaria discolor,Plantae,Lamiaceae,Angiosperms,Bicolor Skullcap,Scutellaria discolor,,
3406,Scutellaria galericulata,Plantae,Lamiaceae,Angiosperms,Hooded Skullcap,Scutellaria galericulata,,Least Concern
3407,Scutellaria scandens,Plantae,Lamiaceae,Angiosperms,Climbing Skullcap,"Scutellaria angulosa, Scutellaria scandens",,
3408,Scutia myrtina,Plantae,Rhamnaceae,Angiosperms,Cat Thorn,Scutia myrtina,Siddha,Least Concern
3409,Secale cereale,Plantae,Poaceae,Angiosperms,,Secale cereale,,
3410,Sechium edule,Plantae,Cucurbitaceae,Angiosperms,Chowchow,Sechium edule,,
3411,Securigera securidaca,Plantae,Leguminosae,Angiosperms,,Securigera securidaca,,
3412,Sedum ewersii,Plantae,Crassulaceae,Angiosperms,Pink Sedum,Sedum ewersii,,
3413,Sedum integrifolium,Plantae,Crassulaceae,Angiosperms,,"Sedum integrifolium, Sedum rosea",,
3414,Sedum lineare,Plantae,Crassulaceae,Angiosperms,,Sedum lineare,,
3415,Sedum quadrifidum,Plantae,Crassulaceae,Angiosperms,,"Rhodiola quadrifida, Sedum quadrifidum, Rhodiola quadriifida",,
3416,Sedum roseum,Plantae,Crassulaceae,Angiosperms,,"Rhodiola sachalinensis, Sedum roseum",,
3417,Selenicereus grandiflorus,Plantae,Cactaceae,Angiosperms,,"Cereus grandiflorus, Selenicereus grandiflorus, Cactus grandiflorus, Cacris grandiflorus","Ayurveda, Homeopathy",Least Concern
3418,Selinum vaginatum,Plantae,Apiaceae,Angiosperms,Bhutkeshi,Selinum vaginatum,Ayurveda,
3419,Selinum wallichianum,Plantae,Apiaceae,Angiosperms,,"Selinum tenuifolium, Selinum candollei, Selinum candollii, Selinum wallichianum","Ayurveda, Siddha",
3420,Semecarpus anacardium,Plantae,Anacardiaceae,Angiosperms,Marking Nut,"Semecarpus anacardium, Semicarpus anacardium","Ayurveda, Homeopathy, Siddha, Sowa Rigpa, Unani",Least Concern
3421,Semecarpus kurzii,Plantae,Anacardiaceae,Angiosperms,,Semecarpus kurzii,,
3422,Sempervivum tectorum,Plantae,Crassulaceae,Angiosperms,,Sempervivum tectorum,Homeopathy,
3423,Senecio aureus,Plantae,Compositae,Angiosperms,,Senecio aureus,Homeopathy,
3424,Senecio chrysanthemoides,Plantae,Compositae,Angiosperms,,Senecio chrysanthemoides,Homeopathy,
3425,Senecio jacobaea,Plantae,Compositae,Angiosperms,,Senecio jacobaea,,
3426,Senecio nudicaulis,Plantae,Compositae,Angiosperms,,Senecio nudicaulis,,
3427,Senecio scandens,Plantae,Compositae,Angiosperms,Climbing Senecio,Senecio scandens,,Least Concern
3428,Senecio tenuifolius,Plantae,Compositae,Angiosperms,Slender-Leaf Senecio,Senecio tenuifolius,,
3429,Senecio vulgaris,Plantae,Compositae,Angiosperms,Common Groundsel,Senecio vulgaris,,
3430,Senna alata,Plantae,Leguminosae,Angiosperms,Candle Bush,"Cassia alata, Senna alata, Cassia alara","Ayurveda, Siddha",Least Concern
3431,Senna alexandrina,Plantae,Leguminosae,Angiosperms,Indian Senna,"Cassia senna, Cassia acutifolia, Cassia angustifolia, Senna alexandrina","Ayurveda, Siddha, Unani",Least Concern
3432,Senna auriculata,Plantae,Leguminosae,Angiosperms,Tanner's Cassia,"Cassia auriculata, Senna auriculata, Cassia anriculata","Ayurveda, Siddha, Unani",
3433,Senna didymobotrya,Plantae,Leguminosae,Angiosperms,Popcorn Cassia,"Cassia didymobotrya, Senna didymobotrya",,Least Concern
3434,Senna floribunda,Plantae,Leguminosae,Angiosperms,,"Cassia floribunda, Senna floribunda",,
3435,Senna hirsuta,Plantae,Leguminosae,Angiosperms,Woolly Cassia,"Cassia hirsuta, Senna hirsuta",Siddha,
3436,Senna holosericea,Plantae,Leguminosae,Angiosperms,,"Cassia holosericia, Senna holosericea, Cassia holosericea",,
3437,Senna insularis,Plantae,Leguminosae,Angiosperms,,"Cassia albus, Cssia absus, Senna insularis",Ayurveda,
3438,Senna italica,Plantae,Leguminosae,Angiosperms,Italian Cassia,"Cassia obovata, Cassia italica, Senna italica, Cassia obtusa",Ayurveda,
3439,Senna montana,Plantae,Leguminosae,Angiosperms,Mountain Cassia,"Cassia montana, Senna montana",,
3440,Senna multiglandulosa,Plantae,Leguminosae,Angiosperms,Buttercup Bush,"Cassia tomentosa, Senna multiglandulosa",,Least Concern
3441,Senna multijuga,Plantae,Leguminosae,Angiosperms,,"Cassia multijuga, Senna multijuga",,
3442,Senna obtusifolia,Plantae,Leguminosae,Angiosperms,Sicklepod,"Cassia obtusifolia, Senna obtusifolia",Ayurveda,Least Concern
3443,Senna occidentalis,Plantae,Leguminosae,Angiosperms,Coffee Senna,"Cassia occidentalis, Senna occidentalis, Cassia planisiliqua, Cassia occidentails","Ayurveda, Siddha, Unani",Least Concern
3444,Senna septemtrionalis,Plantae,Leguminosae,Angiosperms,Arsenic Bush,"Cassia laevigata, Senna septemtrionalis, Cassia lavigata",,
3445,Senna siamea,Plantae,Leguminosae,Angiosperms,Siamese Cassia,"Cassia siamea, Senna siamea, Cassia siemea",Unani,Least Concern
3446,Senna sophera,Plantae,Leguminosae,Angiosperms,Sophera Senna,"Cassia sophera, Senna sophera","Ayurveda, Siddha, Unani",
3447,Senna spectabilis,Plantae,Leguminosae,Angiosperms,Spectacular Cassia,"Cassia spectabilis, Senna spectabilis",,Least Concern
3448,Senna surattensis,Plantae,Leguminosae,Angiosperms,Glaucous Cassia,"Cassia surattensis, Senna surattensis, Cassia suffruticosa, Cassia suratiensis, Cassia surrattensis",,Least Concern
3449,Senna timoriensis,Plantae,Leguminosae,Angiosperms,,"Cassia timoriensis, Senna timoriensis, Cassia montane",,Least Concern
3450,Senna tora,Plantae,Leguminosae,Angiosperms,Stinking Cassia,"Cassia tora, Senna tora","Ayurveda, Siddha, Unani",
3451,Senna uniflora,Plantae,Leguminosae,Angiosperms,Oneleaf Senna,"Cassia sericea, Cassia uniflora, Senna uniflora",,
3452,Serenoa repens,Plantae,Arecaceae,Angiosperms,,"Serenoa repens, Seronoa repens",Homeopathy,
3453,Seriphidium brevifolium,Plantae,Compositae,Angiosperms,Short-Leaved Wormwood,"Seriphidium brevifolium, Artemisia brevifolia",,
3454,Sesamum indicum,Plantae,Pedaliaceae,Angiosperms,Sesame,"Sesamum orientale, Sesamum indicum","Ayurveda, Siddha, Sowa Rigpa, Unani",
3455,Sesbania bispinosa,Plantae,Leguminosae,Angiosperms,Prickly Sesban,"Sesbania aculeata, Sesbania bispinosa","Ayurveda, Siddha",Least Concern
3456,Sesbania grandiflora,Plantae,Leguminosae,Angiosperms,Agati,"Sesbania grandiflora, Agati grandiflora, Rubinia grandiflora","Ayurveda, Siddha, Sowa Rigpa, Unani",
3457,Sesbania javanica,Plantae,Leguminosae,Angiosperms,,"Sesbania roxburghii, Sesbania javanica",,Least Concern
3458,Sesbania sesban,Plantae,Leguminosae,Angiosperms,Common Sesban,"Sesbania aegyptiaca, Sesbania sesban","Ayurveda, Siddha, Unani",Least Concern
3459,Sesbania speciosa,Plantae,Leguminosae,Angiosperms,,Sesbania speciosa,,Vulnerable
3460,Seseli diffusum,Plantae,Apiaceae,Angiosperms,,"Seseli indicum, Seseli diffusum",Ayurveda,
3461,Seseli libanotis,Plantae,Apiaceae,Angiosperms,,Seseli libanotis,,
3462,Seseli sibiricum,Plantae,Apiaceae,Angiosperms,,"Seseli sibricum, Seseli sibiricum","Ayurveda, Unani",
3463,Sesuvium portulacastrum,Plantae,Aizoaceae,Angiosperms,Sea Purslane,Sesuvium portulacastrum,Siddha,Least Concern
3464,Setaria italica,Plantae,Poaceae,Angiosperms,Foxtail Millet,"Panicum italicum, Setaria italica","Ayurveda, Siddha, Sowa Rigpa, Unani",
3465,Setaria pumila,Plantae,Poaceae,Angiosperms,Yellow Foxtail,"Setaria glauca, Setaria pumila",,
3466,Shirakiopsis indica,Plantae,Euphorbiaceae,Angiosperms,,"Sapium indicum, Excoecaria indica, Shirakiopsis indica",,Data Deficient
3467,Shorea robusta,Plantae,Dipterocarpaceae,Angiosperms,Sal,"Shorea robusta, Shorea robsuta","Ayurveda, Siddha, Sowa Rigpa, Unani",Lower Risk/least concern
3468,Shuteria involucrata,Plantae,Leguminosae,Angiosperms,Clothed Shuteria,"Shuteria vestita, Shuteria involucrata",,
3469,Sida acuta,Plantae,Malvaceae,Angiosperms,Common Wireweed,"Sida carpinifolia, Sida acuta","Ayurveda, Siddha",
3470,Sida cordata,Plantae,Malvaceae,Angiosperms,Long-Stalk Sida,"Sida humilis, Sida veronicaefolia, Sida cordata, Sida cardata","Ayurveda, Siddha",
3471,Sida cordifolia,Plantae,Malvaceae,Angiosperms,Heart-Leaf Sida,Sida cordifolia,"Ayurveda, Siddha, Sowa Rigpa, Unani",
3472,Sida rhombifolia,Plantae,Malvaceae,Angiosperms,Jelly Leaf,Sida rhombifolia,"Ayurveda, Siddha, Unani",
3473,Sida spinosa,Plantae,Malvaceae,Angiosperms,Prickly Fan-Petals,"Sida alba, Sida spinosa","Ayurveda, Siddha, Unani",
3474,Sigesbeckia orientalis,Plantae,Compositae,Angiosperms,St Paul's Wort,"Siegesbeckia orientalis, Sigesbeckia orientalis",Siddha,
3475,Silene baccifera,Plantae,Caryophyllaceae,Angiosperms,Berry Campion,"Cucubalus baccifer, Silene baccifera, Cucubalus bacciferus",,
3476,Silene latifolia,Plantae,Caryophyllaceae,Angiosperms,,"Lychnis alba, Silene alba, Silene latifolia",,
3477,Silene vulgaris,Plantae,Caryophyllaceae,Angiosperms,Bladder Campion,"Silene inflata, Silene wallichiana, Silene cucubalus, Silene vulgaris",,Least Concern
3478,Silybum marianum,Plantae,Compositae,Angiosperms,Milk Thistle,"Silybum marianum, Silybium marianum","Homeopathy, Unani",Least Concern
3479,Simarouba amara,Plantae,Simaroubaceae,Angiosperms,Paradise Tree,"Simarouba glauca, Simarouba amara",,Least Concern
3480,Simmondsia chinensis,Plantae,Simmondsiaceae,Angiosperms,,Simmondsia chinensis,,
3481,Sinapis alba,Plantae,Brassicaceae,Angiosperms,White Mustard,"Sinapsis alba, Brassica alba, Sinapis alba, Brassica hirta","Ayurveda, Homeopathy, Siddha, Unani",
3482,Sinomenium acutum,Plantae,Menispermaceae,Angiosperms,,Sinomenium acutum,,
3483,Sinopodophyllum hexandrum,Plantae,Berberidaceae,Angiosperms,Himalayan May Apple,"Podophyllum hexandrum, Podophyllum emodi, Sinopodophyllum hexandrum, Podophyllum hexandrm",Ayurveda,
3484,Sisymbrium irio,Plantae,Brassicaceae,Angiosperms,London Rocket,Sisymbrium irio,"Ayurveda, Unani",
3485,Sisymbrium orientale,Plantae,Brassicaceae,Angiosperms,,"Sisymbrium columnae, Sisymbrium orientale",,
3486,Sium latijugum,Plantae,Apiaceae,Angiosperms,Large Leaflet Water Parsnip,Sium latijugum,,
3487,Skimmia arborescens,Plantae,Rutaceae,Angiosperms,,Skimmia arborescens,,Least Concern
3488,Skimmia laureola,Plantae,Rutaceae,Angiosperms,,"Skimmia laureola, Skimmia lanreola",,
3489,Smilax aristolochiifolia,Plantae,Smilacaceae,Angiosperms,,"Smilax aristolociaefolia, Smilax aristolochiaefolia, Smilax aristolochiifolia, Smilax aristolochaefolia",Unani,
3490,Smilax aspera,Plantae,Smilacaceae,Angiosperms,Common Smilax,"Smilax aspera, Smilax nigrum","Ayurveda, Homeopathy",
3491,Smilax china,Plantae,Smilacaceae,Angiosperms,,Smilax china,"Ayurveda, Siddha, Unani",
3492,Smilax elegans,Plantae,Smilacaceae,Angiosperms,Elegant Smilax,"Smilax glaucophylla, Smilax parvifolia, Smilax longibracteolata, Smilax elegans",,
3493,Smilax glabra,Plantae,Smilacaceae,Angiosperms,,"Smilax glabra, Smiax glabra",Ayurveda,
3494,Smilax menispermoidea,Plantae,Smilacaceae,Angiosperms,,Smilax menispermoidea,,
3495,Smilax zeylanica,Plantae,Smilacaceae,Angiosperms,,Smilax zeylanica,"Ayurveda, Siddha, Unani",
3496,Solanum aculeatissimum,Plantae,Solanaceae,Angiosperms,,"Solanum khasianum, Solanum aculeatissimum",Ayurveda,
3497,Solanum aethiopicum,Plantae,Solanaceae,Angiosperms,Bitter Tomato,Solanum aethiopicum,,
3498,Solanum americanum,Plantae,Solanaceae,Angiosperms,American Black Nightshade,"Solanum nigrum, Solanum americanum, Solanum nigrun, Solanum nigram","Ayurveda, Homeopathy, Siddha, Sowa Rigpa, Unani",
3499,Solanum anguivi,Plantae,Solanaceae,Angiosperms,Forest Bitterberry,"Solanum anguivi, Solanum angui","Ayurveda, Siddha, Sowa Rigpa",Least Concern
3500,Solanum asperolanatum,Plantae,Solanaceae,Angiosperms,,"Solanum hispidum, Solanum asperolanatum",,Least Concern
3501,Solanum aviculare,Plantae,Solanaceae,Angiosperms,,Solanum aviculare,Ayurveda,
3502,Solanum dubium,Plantae,Solanaceae,Angiosperms,,Solanum dubium,Ayurveda,
3503,Solanum dulcamara,Plantae,Solanaceae,Angiosperms,,Solanum dulcamara,"Ayurveda, Homeopathy, Unani",
3504,Solanum elaeagnifolium,Plantae,Solanaceae,Angiosperms,Silverleaf Nightshade,Solanum elaeagnifolium,,
3505,Solanum erianthum,Plantae,Solanaceae,Angiosperms,Big Eggplant,Solanum erianthum,"Ayurveda, Siddha",
3506,Solanum ferox,Plantae,Solanaceae,Angiosperms,,Solanum ferox,"Ayurveda, Siddha, Unani",
3507,Solanum forskalii,Plantae,Solanaceae,Angiosperms,,"Solanum albicaule, Solanum forskalii",Ayurveda,Least Concern
3508,Solanum giganteum,Plantae,Solanaceae,Angiosperms,Red Bitter Berry,Solanum giganteum,Siddha,Least Concern
3509,Solanum incanum,Plantae,Solanaceae,Angiosperms,Bitter Brinjal,Solanum incanum,"Ayurveda, Siddha",Least Concern
3510,Solanum indicum,Plantae,Solanaceae,Angiosperms,,Solanum indicum,"Ayurveda, Siddha, Sowa Rigpa, Unani",
3511,Solanum kurzii,Plantae,Solanaceae,Angiosperms,,Solanum kurzii,,
3512,Solanum melongena,Plantae,Solanaceae,Angiosperms,Brinjal,"Solanum melongena, Solanum insanum","Ayurveda, Siddha, Unani",
3513,Solanum platanifolium,Plantae,Solanaceae,Angiosperms,,Solanum platanifolium,,
3514,Solanum pseudocapsicum,Plantae,Solanaceae,Angiosperms,Jerusalem Cherry,Solanum pseudocapsicum,Homeopathy,
3515,Solanum pubescens,Plantae,Solanaceae,Angiosperms,Thornless Turkey Berry,"Solanum pubesens, Solanum pubescens",,
3516,Solanum sisymbriifolium,Plantae,Solanaceae,Angiosperms,Sticky Nightshade,"Solanum sisymbrifolium, Solanum sisymbriifolium",,
3517,Solanum spirale,Plantae,Solanaceae,Angiosperms,Spiral Nightshade,Solanum spirale,,
3518,Solanum stramoniifolium,Plantae,Solanaceae,Angiosperms,,Solanum stramoniifolium,,
3519,Solanum surattense,Plantae,Solanaceae,Angiosperms,,Solanum surattense,"Ayurveda, Homeopathy, Siddha, Sowa Rigpa, Unani",
3520,Solanum torvum,Plantae,Solanaceae,Angiosperms,Turkey Berry,Solanum torvum,"Ayurveda, Siddha",
3521,Solanum trilobatum,Plantae,Solanaceae,Angiosperms,Red Pea Eggplant,Solanum trilobatum,"Ayurveda, Siddha",
3522,Solanum tuberosum,Plantae,Solanaceae,Angiosperms,Potato,Solanum tuberosum,"Ayurveda, Homeopathy, Siddha, Unani",
3523,Solanum viarum,Plantae,Solanaceae,Angiosperms,Tropical Soda Apple,Solanum viarum,,Least Concern
3524,Solanum virginianum,Plantae,Solanaceae,Angiosperms,Thorny Nightshade,"Solanum xanthocarpum, Solanum virginianum","Ayurveda, Homeopathy, Siddha, Sowa Rigpa, Unani",
3525,Solanum wrightii,Plantae,Solanaceae,Angiosperms,,Solanum wrightii,,Least Concern
3526,Solena amplexicaulis,Plantae,Cucurbitaceae,Angiosperms,Creeping Cucumber,"Zehneria umbellata, Melothria heterophylla, Solena amplexicaulis, Melothria amplexicaulis","Ayurveda, Siddha",
3527,Solidago altissima,Plantae,Compositae,Angiosperms,,Solidago altissima,,
3528,Solidago canadensis,Plantae,Compositae,Angiosperms,Common Goldenrod,Solidago canadensis,,
3529,Solidago nemoralis,Plantae,Compositae,Angiosperms,,Solidago nemoralis,,
3530,Solidago virga-aurea,Plantae,Compositae,Angiosperms,,Solidago virga-aurea,Homeopathy,
3531,Solidago virgaurea,Plantae,Compositae,Angiosperms,Himalayan Goldenrod,Solidago virgaurea,,
3532,Sonchus arvensis,Plantae,Compositae,Angiosperms,,Sonchus arvensis,Ayurveda,
3533,Sonchus asper,Plantae,Compositae,Angiosperms,Prickly Sow-Thistle,Sonchus asper,Ayurveda,
3534,Sonchus oleraceus,Plantae,Compositae,Angiosperms,Sow Thistle,Sonchus oleraceus,Siddha,
3535,Sonneratia apetala,Plantae,Lythraceae,Angiosperms,Sonneratia Mangrove,Sonneratia apetala,,Least Concern
3536,Sonneratia caseolaris,Plantae,Lythraceae,Angiosperms,Apple Mangrove,Sonneratia caseolaris,Siddha,Least Concern
3537,Sophora flavescens,Plantae,Leguminosae,Angiosperms,,Sophora flavescens,,Least Concern
3538,Sophora mollis,Plantae,Leguminosae,Angiosperms,Soft Sophora,"Sophora mollis, Sophora griffithii",,
3539,Sophora moorcroftiana,Plantae,Leguminosae,Angiosperms,,"Sophora moorcroftiana, Sophora moorcrofiiana",,
3540,Sophora secundiflora,Plantae,Leguminosae,Angiosperms,Texas Mountain Laurel,"Sophora secundiflora, Sophora secondiflora",Unani,
3541,Sophora tomentosa,Plantae,Leguminosae,Angiosperms,Necklace Pod,Sophora tomentosa,,Least Concern
3542,Sophora velutina,Plantae,Leguminosae,Angiosperms,,"Sophora glauca, Sophora velutina",,
3543,Sopubia delphinifolia,Plantae,Orobanchaceae,Angiosperms,,"Sopubia delphinifolia, Sopubia delphiniifolia",,
3544,Sorbaria tomentosa,Plantae,Rosaceae,Angiosperms,Kashmir False Spirea,Sorbaria tomentosa,,
3545,Sorbus aucuparia,Plantae,Rosaceae,Angiosperms,,"Pyrus aucuparia, Sorbus aucuparia",,Least Concern
3546,Sorghum bicolor,Plantae,Poaceae,Angiosperms,Jowar,"Sorghum vulgare, Sorghum dochna, Andropogon sorghum, Sorghum caudatum, Sorghum bicolor","Ayurveda, Siddha",
3547,Soymida febrifuga,Plantae,Meliaceae,Angiosperms,Indian Redwood,Soymida febrifuga,"Ayurveda, Siddha, Sowa Rigpa, Unani",
3548,Sparganium erectum,Plantae,Typhaceae,Angiosperms,,"Sparganium ramosum, Sparganium erectum",,Least Concern
3549,Sparganium stoloniferum,Plantae,Typhaceae,Angiosperms,,Sparganium stoloniferum,,
3550,Spartium junceum,Plantae,Leguminosae,Angiosperms,Spanish Broom,Spartium junceum,,
3551,Spathodea campanulata,Plantae,Bignoniaceae,Angiosperms,African Tulip Tree,Spathodea campanulata,Siddha,Least Concern
3552,Spatholobus parviflorus,Plantae,Leguminosae,Angiosperms,Bando Lata,"Spatholobus parviflorus, Butea parviflora, Spatholobus roxburghii",Siddha,Least Concern
3553,Spergularia rubra,Plantae,Caryophyllaceae,Angiosperms,Purple Sand Spurry,Spergularia rubra,,
3554,Spermacoce articularis,Plantae,Rubiaceae,Angiosperms,Jointed Buttonweed,"Borreria articularis, Spermacoce articularis","Ayurveda, Siddha, Unani",
3555,Spermacoce hispida,Plantae,Rubiaceae,Angiosperms,,Spermacoce hispida,"Ayurveda, Siddha",
3556,Spermacoce pusilla,Plantae,Rubiaceae,Angiosperms,Tiny False Buttonweed,"Borreria pusilla, Spermacoce pusilla",,
3557,Spermacoce verticillata,Plantae,Rubiaceae,Angiosperms,Shrubby False Buttonweed,"Borreria verticilliata, Spermacoce verticillata, Borreria venticilliata, Borreria verticillata",,
3558,Sphaeranthus indicus,Plantae,Compositae,Angiosperms,East Indian Globe Thistle,"Sphaeranthus indicus, Sphaeranthus hirtus","Ayurveda, Siddha, Sowa Rigpa, Unani",Least Concern
3559,Sphaeranthus senegalensis,Plantae,Compositae,Angiosperms,,Sphaeranthus senegalensis,"Ayurveda, Siddha, Sowa Rigpa, Unani",Least Concern
3560,Sphagneticola calendulacea,Plantae,Compositae,Angiosperms,Chinese Wedelia,"Wedelia calendulacea, Wedelia chinensis, Wedelia calendulaceae, Sphagneticola calendulacea","Ayurveda, Siddha",Least Concern
3561,Sphagneticola trilobata,Plantae,Compositae,Angiosperms,Yellow Dots,"Wedelia trilobata, Sphagneticola trilobata",,
3562,Spilanthes acmella,Plantae,Compositae,Angiosperms,,"Spilanthes aemella, Spilanthes acmella",Ayurveda,
3563,Spinacia oleracea,Plantae,Amaranthaceae,Angiosperms,,"Spinacia oleracea, Spinacea oleracea, Spinaca oleracea, Spinacia oleraceae","Ayurveda, Siddha, Unani",
3564,Spiraea japonica,Plantae,Rosaceae,Angiosperms,Japanese Spirea,Spiraea japonica,,
3565,Spiranthes sinensis,Plantae,Orchidaceae,Angiosperms,Chinese Lady's-Tresses,"Spiranthes australis, Spiranthes sinensis",,Least Concern
3566,Spondias dulcis,Plantae,Anacardiaceae,Angiosperms,Ambarella,"Spondias cytherea, Spondias dulcis",,
3567,Spondias mombin,Plantae,Anacardiaceae,Angiosperms,,"Spondias lutea, Spondias mombin",,Least Concern
3568,Spondias pinnata,Plantae,Anacardiaceae,Angiosperms,Wild Mango,"Spondias mangifera, Spondias pinnata","Ayurveda, Siddha, Sowa Rigpa, Unani",
3569,Stachys affinis,Plantae,Lamiaceae,Angiosperms,,"Stachys sieboldii, Stachys affinis, Stachys steboldii",,
3570,Stachys byzantina,Plantae,Lamiaceae,Angiosperms,,"Stachys lanata, Stachys byzantina",,
3571,Stachys lavandulifolia,Plantae,Lamiaceae,Angiosperms,,Stachys lavandulifolia,,
3572,Stachys palustris,Plantae,Lamiaceae,Angiosperms,,Stachys palustris,,Least Concern
3573,Stachys sylvatica,Plantae,Lamiaceae,Angiosperms,,Stachys sylvatica,,
3574,Stachytarpheta cayennensis,Plantae,Verbenaceae,Angiosperms,White Porterweed,"Stachytarpheta dichotoma, Stachytarpheta cayennensis",,
3575,Stachytarpheta jamaicensis,Plantae,Verbenaceae,Angiosperms,Blue Porterweed,Stachytarpheta jamaicensis,"Ayurveda, Siddha",Least Concern
3576,Stachytarpheta mutabilis,Plantae,Verbenaceae,Angiosperms,Pink Snakeweed,Stachytarpheta mutabilis,,
3577,Stahlianthus involucratus,Plantae,Zingiberaceae,Angiosperms,,Stahlianthus involucratus,,
3578,Steirodiscus tagetes,Plantae,Compositae,Angiosperms,,"Gamolepis tagetes, Steirodiscus tagetes",,
3579,Stellaria aquatica,Plantae,Caryophyllaceae,Angiosperms,,Stellaria aquatica,,
3580,Stellaria media,Plantae,Caryophyllaceae,Angiosperms,Chickweed,Stellaria media,Homeopathy,
3581,Stellera chamaejasme,Plantae,Thymelaeaceae,Angiosperms,Himalayan Stellera,Stellera chamaejasme,,
3582,Stemodia viscosa,Plantae,Plantaginaceae,Angiosperms,Sticky Blue Rod,Stemodia viscosa,,
3583,Stemona tuberosa,Plantae,Stemonaceae,Angiosperms,Wild Asparagus,Stemona tuberosa,,
3584,Stephania elegans,Plantae,Menispermaceae,Angiosperms,Elegant Tape Vine,Stephania elegans,,
3585,Stephania glabra,Plantae,Menispermaceae,Angiosperms,Hairless Tape Vine,Stephania glabra,Ayurveda,
3586,Stephania hernandiifolia,Plantae,Menispermaceae,Angiosperms,,"Stephania hernandifolia, Stephania hernandiifolia",Ayurveda,
3587,Stephania japonica,Plantae,Menispermaceae,Angiosperms,Tape Vine,Stephania japonica,"Ayurveda, Siddha",
3588,Sterculia balanghas,Plantae,Malvaceae,Angiosperms,,"Sterculia balanghas, Stercula balanghas",,
3589,Sterculia foetida,Plantae,Malvaceae,Angiosperms,Java Olive,"Sterculia foetida, Stercula foetida, Sterculia foctida","Ayurveda, Siddha, Unani",
3590,Sterculia guttata,Plantae,Malvaceae,Angiosperms,Spotted Sterculia,Sterculia guttata,Siddha,
3591,Sterculia villosa,Plantae,Malvaceae,Angiosperms,Hairy Sterculia,Sterculia villosa,Siddha,
3592,Stereospermum chelonoides,Plantae,Bignoniaceae,Angiosperms,Fragrant Padri Tree,"Stereospermum suaveolens, Stereospermum chelonoides, Stereispermum suaveolens","Ayurveda, Siddha, Sowa Rigpa, Unani",
3593,Stereospermum tetragonum,Plantae,Bignoniaceae,Angiosperms,Yellow Snake Tree,"Stereospermum colais, Stereospermum personatum, Stereospermum tetragonum","Ayurveda, Siddha, Sowa Rigpa",
3594,Stevia rebaudiana,Plantae,Compositae,Angiosperms,Stevia,Stevia rebaudiana,,
3595,Stictocardia tiliifolia,Plantae,Convolvulaceae,Angiosperms,Tambarvel,"Argyreia tiliaefolia, Strictocardia tiliifolia, Ipomoea grandiflora, Stictocardia tiliifolia, Ipomoea campanulata, Stictocardia campanulata, Agyreia tiliaefolia",,Least Concern
3596,Streblus asper,Plantae,Moraceae,Angiosperms,Sand Paper Tree,Streblus asper,"Ayurveda, Siddha",Least Concern
